Probe_ID,logFC,t,adj.P.Val,CHR,MAPINFO,gene,feature,cgi,feat.cgi
cg07047589,-0.27492983,-3.338209889,0.036582997,15,40642998,PHGR1,TSS1500,opensea,TSS1500-opensea
cg15364303,-0.100246395,-3.338146373,0.036587209,1,64239391,ROR1,TSS1500,shore,TSS1500-shore
cg00496462,-0.272915126,-3.337841595,0.036622763,7,93577610,,IGR,opensea,IGR-opensea
cg16512867,-0.03442588,-3.337695479,0.036637717,3,136581189,NCK1,5'UTR,island,5'UTR-island
cg19737735,-0.194032236,-3.337662977,0.036637904,12,4140624,,IGR,island,IGR-island
cg20070090,-0.336740675,-3.337554015,0.036648033,1,153363489,S100A8,5'UTR,opensea,5'UTR-opensea
cg23561531,-0.23286895,-3.337429351,0.036660206,11,127328847,,IGR,opensea,IGR-opensea
cg08067023,0.083884067,3.337320515,0.036670325,16,72118960,TXNL4B,3'UTR,opensea,3'UTR-opensea
cg18512930,-0.181541829,-3.33728726,0.036670611,4,1496880,,IGR,shelf,IGR-shelf
cg22732126,-0.240701616,-3.337241667,0.036672504,4,4993033,,IGR,opensea,IGR-opensea
cg12095594,-0.233262433,-3.337135854,0.036682233,1,223306857,TLR5,5'UTR,opensea,5'UTR-opensea
cg09218250,-0.202733056,-3.33705629,0.036686934,3,9943848,IL17RE,TSS1500,opensea,TSS1500-opensea
cg06778183,-0.293204097,-3.337037647,0.036686934,5,94129156,MCTP1,Body,opensea,Body-opensea
cg25344639,-0.032088366,-3.336917091,0.036698587,17,75137144,SEC14L1,1stExon,island,1stExon-island
cg24163242,-0.274909167,-3.336643874,0.036730129,8,48648813,,IGR,shore,IGR-shore
cg03314080,-0.032239095,-3.336547946,0.036734444,2,178129903,NFE2L2,TSS1500,shore,TSS1500-shore
cg01838971,-0.261062179,-3.336529406,0.036734444,11,45825448,SLC35C1,TSS200,shore,TSS200-shore
cg01765416,-0.317532388,-3.336517668,0.036734444,12,132965965,,IGR,island,IGR-island
cg07792345,-0.279543289,-3.336336707,0.036753986,2,222890993,,IGR,opensea,IGR-opensea
cg07535316,-0.258640824,-3.336235608,0.036757921,7,81752694,CACNA2D1,Body,opensea,Body-opensea
cg05667311,-0.238608772,-3.336213933,0.036757921,10,98797490,SLIT1,Body,opensea,Body-opensea
cg23154059,0.319427847,3.336213464,0.036757921,2,219736250,WNT6,Body,island,Body-island
cg09968702,-0.212664504,-3.336095748,0.036766123,19,36160759,UPK1A,Body,shelf,Body-shelf
cg12877056,0.121148144,3.336088538,0.036766123,2,239983744,HDAC4,Body,opensea,Body-opensea
cg25733708,-0.289028793,-3.335987225,0.036769092,19,54393220,PRKCG,Body,island,Body-island
cg24408896,-0.227628014,-3.335948045,0.036769092,1,153747658,SLC27A3,TSS200,island,TSS200-island
cg03890988,-0.193463704,-3.335926127,0.036769092,1,854951,FLJ39609,TSS200,island,TSS200-island
cg01272400,-0.407704278,-3.335916946,0.036769092,10,95326248,GPR120,TSS200,island,TSS200-island
cg14998460,0.091328703,3.33591054,0.036769092,10,124017830,,IGR,opensea,IGR-opensea
cg14509535,-0.054972358,-3.33587977,0.036769092,11,65670832,,IGR,shelf,IGR-shelf
cg17738756,0.014560062,3.33561782,0.036799223,6,30615347,C6orf136,Body,island,Body-island
cg23340875,-0.036827047,-3.335570097,0.036801407,17,48711990,ABCC3,TSS1500,shore,TSS1500-shore
cg03046611,-0.263586099,-3.335427382,0.036815554,3,55340399,,IGR,opensea,IGR-opensea
cg27543320,-0.232519408,-3.335399749,0.036815554,13,112200689,,IGR,island,IGR-island
cg22854549,0.031119883,3.335184301,0.036839645,19,5904785,VMAC,TSS200,island,TSS200-island
cg01766743,-0.344504935,-3.33515283,0.03683971,12,24608519,SOX5,5'UTR,opensea,5'UTR-opensea
cg21752660,-0.29103463,-3.335094253,0.036843316,15,52824726,,IGR,shelf,IGR-shelf
cg18804963,-0.281233708,-3.335059068,0.036843866,11,132456073,OPCML,Body,opensea,Body-opensea
cg00816620,-0.203121822,-3.334815958,0.036871591,1,185127501,C1orf25,TSS1500,shore,TSS1500-shore
cg02744793,0.056369287,3.334536984,0.036904028,10,35378717,CUL2,5'UTR,shore,5'UTR-shore
cg10316357,-0.264019814,-3.334445217,0.036910949,1,160768001,LY9,Body,shelf,Body-shelf
cg03241046,-0.261651574,-3.334422161,0.036910949,2,166881390,SCN1A,Body,opensea,Body-opensea
cg19809667,-0.251494193,-3.334088411,0.036950593,19,54401945,PRKCG,Body,island,Body-island
cg27390627,-0.314934934,-3.334008492,0.036957007,1,242874219,,IGR,opensea,IGR-opensea
cg01324115,-0.060129901,-3.333776254,0.036983386,19,42722189,DEDD2,TSS1500,shore,TSS1500-shore
cg19637177,-0.04801199,-3.333474739,0.037018872,6,109417087,C6orf182,5'UTR,shore,5'UTR-shore
cg07520919,-0.232200489,-3.333339926,0.037032502,6,160721435,,IGR,opensea,IGR-opensea
cg12109968,-0.122431354,-3.333212181,0.037042833,20,50383676,ATP9A,Body,island,Body-island
cg14776518,-0.094469536,-3.333199326,0.037042833,15,63892607,FBXL22,Body,shore,Body-shore
cg13852116,-0.291218831,-3.333150464,0.037045186,10,122403903,,IGR,opensea,IGR-opensea
cg20749576,-0.246110614,-3.332984998,0.037059687,3,128292718,C3orf27,5'UTR,opensea,5'UTR-opensea
cg10254167,-0.347871535,-3.332978155,0.037059687,6,32374956,BTNL2,TSS200,opensea,TSS200-opensea
cg25368813,-0.28996693,-3.332821615,0.037072711,6,51848642,PKHD1,Body,opensea,Body-opensea
cg06433658,-0.192837745,-3.332817139,0.037072711,1,150979092,FAM63A,5'UTR,shore,5'UTR-shore
cg17738841,-0.271153522,-3.332754989,0.037076812,2,31094363,,IGR,opensea,IGR-opensea
cg25286393,-0.256828232,-3.332660379,0.037085181,19,50869138,NAPSA,TSS1500,opensea,TSS1500-opensea
cg07837433,-0.25098667,-3.332308167,0.037127427,19,51473087,KLK6,TSS1500,opensea,TSS1500-opensea
cg14342532,-0.312042467,-3.332132223,0.037144965,2,233916534,,IGR,opensea,IGR-opensea
cg17839237,0.400570786,3.332113042,0.037144965,7,19157193,TWIST1,1stExon,island,1stExon-island
cg09001989,-0.29070416,-3.332081454,0.037145053,12,28052085,,IGR,opensea,IGR-opensea
cg25997722,-0.330575306,-3.331999428,0.037145863,6,159158883,SYTL3,Body,opensea,Body-opensea
cg05446464,-0.045180646,-3.33198538,0.037145863,6,86387543,SNORD50B,TSS200,shore,TSS200-shore
cg20648141,-0.215880189,-3.331982558,0.037145863,11,112292052,,IGR,opensea,IGR-opensea
cg08352786,-0.296707257,-3.331817036,0.037159788,12,81100403,MYF6,TSS1500,shore,TSS1500-shore
cg00501904,-0.290656615,-3.331810885,0.037159788,1,226001675,EPHX1,5'UTR,shelf,5'UTR-shelf
cg13185702,-0.274518412,-3.33178406,0.037159788,12,125024498,,IGR,shore,IGR-shore
cg01998856,-0.253160402,-3.331700585,0.03716671,11,1365592,,IGR,opensea,IGR-opensea
cg11648286,0.015989858,3.331614827,0.037173935,10,88855347,GLUD1,TSS1500,island,TSS1500-island
cg12340219,-0.255066216,-3.331579758,0.037174485,10,134913922,GPR123,Body,island,Body-island
cg00657095,-0.027032634,-3.331509365,0.037178328,6,35310123,PPARD,TSS1500,shore,TSS1500-shore
cg04006520,-0.190943582,-3.3314888,0.037178328,12,2660504,CACNA1C,Body,opensea,Body-opensea
cg11279444,0.412031843,3.331136395,0.037220699,1,53099053,FAM159A,TSS200,island,TSS200-island
cg17017746,-0.208872836,-3.330821139,0.037255374,1,19183907,TAS1R2,Body,shelf,Body-shelf
cg00651016,-0.370062562,-3.330811755,0.037255374,16,552754,RAB11FIP3,Body,opensea,Body-opensea
cg06694239,-0.232192248,-3.330753437,0.037257635,7,128807764,TSPAN33,3'UTR,shore,3'UTR-shore
cg10469791,-0.228024254,-3.330732865,0.037257635,4,42895240,GRXCR1,TSS200,opensea,TSS200-opensea
cg18461347,-0.255703634,-3.330610089,0.037269765,7,78947094,MAGI2,Body,opensea,Body-opensea
cg26350691,-0.048528609,-3.330541138,0.037274792,16,31084486,ZNF646,TSS1500,island,TSS1500-island
cg06458557,-0.319948644,-3.330437722,0.037284371,16,88316505,,IGR,shelf,IGR-shelf
cg06935608,-0.272317517,-3.329945778,0.037344454,8,26309176,,IGR,shore,IGR-shore
cg17421805,-0.233867055,-3.329921344,0.037344454,1,159781662,FCRL6,Body,opensea,Body-opensea
cg20940459,-0.089112419,-3.329706142,0.037368148,1,173793922,CENPL,TSS1500,island,TSS1500-island
cg09501006,-0.068916477,-3.329680512,0.037368148,9,78505549,PCSK5,TSS200,shore,TSS200-shore
cg19836894,-0.064861665,-3.329645892,0.037368646,19,44669244,ZNF226,1stExon,opensea,1stExon-opensea
cg02351555,-0.214874334,-3.329510505,0.037382066,19,1526463,PLK5P,Body,island,Body-island
cg09381701,-0.10946784,-3.329482781,0.037382066,6,148663829,SASH1,1stExon,island,1stExon-island
cg18406000,-0.263202085,-3.329401351,0.037388762,6,114650610,,IGR,opensea,IGR-opensea
cg26262576,-0.268096313,-3.32925051,0.037396576,13,20420028,ZMYM5,Body,opensea,Body-opensea
cg14412857,0.046375829,3.329250007,0.037396576,14,64675538,SYNE2,Body,opensea,Body-opensea
cg03394405,0.033603934,3.329249802,0.037396576,8,8652347,MFHAS1,Body,opensea,Body-opensea
cg23760945,0.187431331,3.329156743,0.037404815,19,11665140,ELOF1,Body,opensea,Body-opensea
cg01733783,-0.039338921,-3.329117299,0.037405039,9,128003852,HSPA5,TSS200,island,TSS200-island
cg16711597,0.1454995,3.329093383,0.037405039,13,99196034,STK24,Body,opensea,Body-opensea
cg05446424,-0.256404232,-3.329052039,0.037406432,2,14772734,FAM84A,TSS200,island,TSS200-island
cg27565966,0.106881071,3.328983019,0.037411491,16,28943198,CD19,TSS200,opensea,TSS200-opensea
cg24617313,0.216176811,3.328897417,0.037418747,20,57427146,GNAS,TSS1500,shore,TSS1500-shore
cg01621268,-0.24524161,-3.32866375,0.037444185,7,75272341,HIP1,Body,shelf,Body-shelf
cg09782560,-0.311643081,-3.328643821,0.037444185,15,92058845,,IGR,opensea,IGR-opensea
cg11580615,-0.24303485,-3.328049082,0.037519008,10,127888073,ADAM12,Body,opensea,Body-opensea
cg16724196,-0.244191498,-3.327710639,0.037559882,1,26126450,SEPN1,TSS1500,opensea,TSS1500-opensea
cg17277615,0.209640328,3.327574866,0.037573296,10,22843847,PIP4K2A,Body,opensea,Body-opensea
cg20345446,-0.269067013,-3.327548122,0.037573296,11,3186804,OSBPL5,TSS1500,shore,TSS1500-shore
cg03946297,-0.295060782,-3.327280707,0.037604772,1,71140689,,IGR,opensea,IGR-opensea
cg08645720,-0.066906262,-3.327247938,0.037605033,6,80247344,LCA5,TSS200,island,TSS200-island
cg22443541,-0.300112773,-3.327213461,0.037605521,1,38843228,,IGR,opensea,IGR-opensea
cg07739369,-0.27405449,-3.327058278,0.037622077,17,80241456,,IGR,opensea,IGR-opensea
cg10940374,-0.016364145,-3.326916402,0.037636868,7,10979992,NDUFA4,TSS200,island,TSS200-island
cg01927000,-0.304929625,-3.326594684,0.037673714,14,74263077,,IGR,opensea,IGR-opensea
cg00583001,-0.271457762,-3.326578275,0.037673714,8,102093477,,IGR,shore,IGR-shore
cg19008371,-0.249738689,-3.326504654,0.037675682,11,126226766,ST3GAL4,5'UTR,shore,5'UTR-shore
cg12591625,-0.286928512,-3.326501925,0.037675682,11,133232454,OPCML,Body,shore,Body-shore
cg10258395,0.049284341,3.326433373,0.037680716,2,240026647,HDAC4,Body,shelf,Body-shelf
cg21692516,-0.252808984,-3.326377355,0.037682909,1,48938264,SPATA6,TSS1500,shore,TSS1500-shore
cg22153994,-0.285623166,-3.326355356,0.037682909,17,43484399,ARHGAP27,TSS1500,shore,TSS1500-shore
cg19747604,0.124934538,3.326266162,0.037690698,19,46915570,CCDC8,1stExon,island,1stExon-island
cg21840233,0.27997144,3.32618735,0.037697104,13,113826053,PROZ,Body,opensea,Body-opensea
cg05624244,-0.144115028,-3.326100553,0.037700902,14,21492736,NDRG2,5'UTR,island,5'UTR-island
cg19743254,-0.274090367,-3.326097326,0.037700902,11,132735814,OPCML,Body,opensea,Body-opensea
cg19246110,0.428059995,3.325920715,0.03772036,19,58238928,ZNF671,1stExon,island,1stExon-island
cg11753499,-0.217318121,-3.325878702,0.037721861,11,2019079,H19,TSS200,shore,TSS200-shore
cg00713411,-0.408949167,-3.325821861,0.037723043,8,26371991,PNMA2,TSS1500,island,TSS1500-island
cg00267694,-0.264703432,-3.325808321,0.037723043,8,34280422,,IGR,opensea,IGR-opensea
cg04310488,-0.292809657,-3.325719966,0.03773073,6,160675744,SLC22A2,Body,shelf,Body-shelf
cg06768670,-0.262217588,-3.325573305,0.037746203,8,143182662,,IGR,opensea,IGR-opensea
cg26821681,-0.25165257,-3.325514186,0.037749991,8,125827396,,IGR,opensea,IGR-opensea
cg07318049,-0.054286657,-3.325245477,0.03778178,1,28562181,ATPIF1,TSS1500,shore,TSS1500-shore
cg01620570,-0.295817476,-3.325170776,0.037787654,17,15165908,PMP22,TSS200,island,TSS200-island
cg01350077,0.300261996,3.325092477,0.03779401,6,41606317,MDFI,5'UTR,island,5'UTR-island
cg25284213,-0.264514206,-3.324971016,0.037806139,6,52009154,MIR206,Body,opensea,Body-opensea
cg24422198,-0.122082178,-3.32475925,0.037830352,18,59992387,TNFRSF11A,TSS200,island,TSS200-island
cg14971597,0.325261013,3.324425837,0.037870868,6,159590578,FNDC1,1stExon,island,1stExon-island
cg00966763,-0.257809194,-3.324392675,0.037871193,20,60472065,CDH4,Body,shore,Body-shore
cg02809611,-0.215300393,-3.324270304,0.037881145,16,3253368,OR1F1,TSS1500,opensea,TSS1500-opensea
cg07352054,-0.313166474,-3.32425691,0.037881145,7,157092682,,IGR,island,IGR-island
cg08310360,-0.072446992,-3.323995195,0.037912099,7,1499057,MICALL2,1stExon,island,1stExon-island
cg15470736,0.116974203,3.323886233,0.037920863,7,157056012,UBE3C,Body,opensea,Body-opensea
cg01496199,0.235084547,3.323838227,0.037920863,19,39755181,,IGR,island,IGR-island
cg04522003,-0.184557444,-3.323837649,0.037920863,17,40913702,LOC100190938,TSS1500,shore,TSS1500-shore
cg14722693,-0.259082552,-3.323689073,0.037936669,8,19436451,CSGALNACT1,5'UTR,opensea,5'UTR-opensea
cg19258882,-0.199267207,-3.323435685,0.037964604,12,56472805,ERBB3,TSS1500,island,TSS1500-island
cg05747424,-0.019195378,-3.323419445,0.037964604,14,64108561,WDR89,1stExon,island,1stExon-island
cg05098382,-0.230707656,-3.32318954,0.03799135,16,89151773,,IGR,opensea,IGR-opensea
cg02292066,-0.085607851,-3.323125581,0.037995815,1,2518269,C1orf93,5'UTR,island,5'UTR-island
cg16809040,-0.26556086,-3.323068168,0.037999403,6,32189610,NOTCH4,Body,opensea,Body-opensea
cg09638704,-0.25048488,-3.32285907,0.038023374,1,247654260,OR2W5,TSS200,opensea,TSS200-opensea
cg15839913,-0.248344224,-3.322820285,0.03802446,11,2226480,,IGR,opensea,IGR-opensea
cg10299448,-0.056622185,-3.322676516,0.038039661,17,10018532,GAS7,Body,opensea,Body-opensea
cg08263066,-0.016911296,-3.322591744,0.038046933,13,99852531,UBAC2,TSS200,island,TSS200-island
cg00696388,-0.119961343,-3.322341786,0.038076431,7,120498120,TSPAN12,1stExon,island,1stExon-island
cg03634833,-0.295945665,-3.322267635,0.038082128,7,965534,ADAP1,Body,shore,Body-shore
cg26897054,-0.012425868,-3.322238071,0.038082128,19,42721870,DEDD2,TSS200,island,TSS200-island
cg07223090,-0.271549434,-3.322086569,0.038098393,2,240420604,,IGR,opensea,IGR-opensea
cg21099776,0.025939732,3.322021723,0.038102993,17,17739742,SREBF1,Body,island,Body-island
cg27603366,-0.203042583,-3.321973897,0.038105302,2,173037734,,IGR,island,IGR-island
cg24654674,-0.281984679,-3.321829563,0.038116667,7,23106838,,IGR,opensea,IGR-opensea
cg07516511,-0.185050513,-3.321822988,0.038116667,16,2907819,PRSS22,Body,island,Body-island
cg08488116,-0.058080387,-3.321797485,0.038116667,17,71308194,CDC42EP4,TSS200,island,TSS200-island
cg07470314,-0.091885769,-3.321612819,0.038137416,8,21766704,DOK2,3'UTR,shelf,3'UTR-shelf
cg06646021,-0.200324938,-3.321581378,0.03813752,1,229406520,RAB4A,TSS1500,shore,TSS1500-shore
cg15648239,0.189140369,3.321544881,0.038138305,11,119248136,USP2,5'UTR,shelf,5'UTR-shelf
cg22654626,0.052393397,3.321484363,0.038142329,19,18699620,C19orf60,1stExon,island,1stExon-island
cg21957191,-0.264756732,-3.321453525,0.038142353,20,1960655,PDYN,3'UTR,opensea,3'UTR-opensea
cg20323571,-0.268010257,-3.321406746,0.038144526,1,176999034,MIR488,TSS1500,opensea,TSS1500-opensea
cg00899400,-0.328663481,-3.321216009,0.038166109,7,27154537,HOXA3,5'UTR,shore,5'UTR-shore
cg24645671,-0.293029763,-3.321175201,0.038166585,7,42656871,,IGR,opensea,IGR-opensea
cg01400040,-0.299853975,-3.321151179,0.038166585,15,61091220,RORA,Body,opensea,Body-opensea
cg02325540,0.265339447,3.321063149,0.038174324,10,94834557,CYP26A1,Body,island,Body-island
cg16430687,-0.361717256,-3.32097825,0.038181643,20,33762474,PROCR,Body,island,Body-island
cg05800289,-0.202050772,-3.320946765,0.038181757,11,77301496,AQP11,1stExon,shore,1stExon-shore
cg08893585,-0.275548395,-3.320894214,0.038184713,11,129245309,BARX2,TSS1500,island,TSS1500-island
cg09356916,-0.285076702,-3.320739585,0.038199627,4,23791473,,IGR,opensea,IGR-opensea
cg00559473,-0.033874758,-3.320722423,0.038199627,12,53715592,AAAS,TSS200,shore,TSS200-shore
cg26256263,0.303529223,3.320604575,0.0382114,1,25258146,RUNX3,TSS1500,island,TSS1500-island
cg01226740,-0.017372636,-3.320488192,0.038222978,15,57179248,LOC145783,Body,shore,Body-shore
cg18344652,-0.301045409,-3.320399629,0.038230803,1,95393096,CNN3,TSS1500,island,TSS1500-island
cg13916740,0.390427957,3.319933358,0.038286083,19,56904997,ZNF582,TSS200,island,TSS200-island
cg26034341,0.169670564,3.319929363,0.038286083,17,477314,VPS53,Body,opensea,Body-opensea
cg19263548,-0.280881857,-3.319624421,0.038321002,1,12609616,,IGR,opensea,IGR-opensea
cg03752628,-0.149202374,-3.319582407,0.038321002,1,117453510,PTGFRN,Body,shore,Body-shore
cg23817347,-0.036030612,-3.319579415,0.038321002,20,49126808,PTPN1,TSS200,island,TSS200-island
cg26983198,-0.269984108,-3.319519278,0.038322255,11,1952756,TNNT3,Body,shelf,Body-shelf
cg12306333,-0.2133256,-3.319478965,0.038322255,15,97312064,,IGR,opensea,IGR-opensea
cg09399225,-0.284634039,-3.319478331,0.038322255,9,123007911,MIR147,TSS1500,opensea,TSS1500-opensea
cg11848788,-0.30969842,-3.31935855,0.038334327,1,39041399,,IGR,shelf,IGR-shelf
cg04892643,-0.319047834,-3.319245305,0.038345518,7,18906433,HDAC9,Body,opensea,Body-opensea
cg01351992,-0.262203434,-3.318924562,0.03838483,16,1210389,CACNA1H,Body,island,Body-island
cg03417110,-0.281532115,-3.318804375,0.038396976,16,89120621,,IGR,shore,IGR-shore
cg21387752,-0.214104942,-3.318720855,0.038404153,17,46680288,LOC404266,Body,opensea,Body-opensea
cg25596082,-0.243828996,-3.318605273,0.03841568,10,43626561,,IGR,opensea,IGR-opensea
cg26715540,-0.014556818,-3.31850497,0.038425138,3,120461456,GTF2E1,TSS200,opensea,TSS200-opensea
cg23157089,-0.186420248,-3.318443083,0.038429385,6,86159962,NT5E,1stExon,island,1stExon-island
cg05216814,-0.277695251,-3.318403565,0.038430597,6,27342941,ZNF204P,Body,shore,Body-shore
cg00576121,-0.111376396,-3.318300053,0.038438834,18,30051308,FAM59A,TSS1500,island,TSS1500-island
cg21432062,-0.286741121,-3.318262689,0.038438834,3,4908643,,IGR,shore,IGR-shore
cg10669285,0.021767014,3.318251129,0.038438834,10,102757390,LZTS2,5'UTR,island,5'UTR-island
cg02229382,-0.342985287,-3.318125991,0.038451086,22,49765138,,IGR,island,IGR-island
cg09046370,-0.261641273,-3.318099727,0.038451086,5,178670670,ADAMTS2,Body,opensea,Body-opensea
cg14865407,0.243545865,3.31791473,0.038472057,5,102824623,,IGR,opensea,IGR-opensea
cg20677570,0.144592982,3.317838455,0.038478266,11,15962841,,IGR,shore,IGR-shore
cg09679923,-0.074149362,-3.317782936,0.038481656,17,36103036,HNF1B,Body,island,Body-island
cg00119986,-0.093725503,-3.317634199,0.038497714,17,37774457,,IGR,island,IGR-island
cg03738384,0.348709429,3.317285068,0.038540804,16,84628969,COTL1,Body,opensea,Body-opensea
cg04650094,-0.118232098,-3.317256198,0.038540804,6,41006974,UNC5CL,TSS200,opensea,TSS200-opensea
cg15407058,-0.196324139,-3.317147454,0.038551443,17,80175989,,IGR,shelf,IGR-shelf
cg16380876,0.074332741,3.317031438,0.038563074,10,129785053,PTPRE,5'UTR,opensea,5'UTR-opensea
cg04342924,-0.019370513,-3.316970549,0.038567204,8,142185183,DENND3,Body,shore,Body-shore
cg17665505,0.127842691,3.316909851,0.038571309,5,10685203,DAP,Body,opensea,Body-opensea
cg21487207,-0.316692139,-3.316747185,0.0385893,12,54410576,HOXC4,TSS200,shore,TSS200-shore
cg05711037,0.057810951,3.316518799,0.038616256,2,234359783,DGKD,Body,opensea,Body-opensea
cg08832018,-0.25190421,-3.316342772,0.038636089,3,156543647,LEKR1,TSS1500,shore,TSS1500-shore
cg12148714,-0.024015836,-3.316140012,0.038659578,16,69345699,VPS4A,Body,island,Body-island
cg25286679,-0.257466854,-3.316030105,0.038664203,1,245879613,,IGR,opensea,IGR-opensea
cg26567736,-0.237001659,-3.316020432,0.038664203,11,131758433,NTM,Body,opensea,Body-opensea
cg02744705,-0.320967704,-3.316014508,0.038664203,4,151178090,DCLK2,3'UTR,shore,3'UTR-shore
cg22827250,0.093309448,3.315952848,0.038668451,5,134363823,PITX1,3'UTR,island,3'UTR-island
cg16879115,-0.315823029,-3.31585799,0.038676662,12,7819180,APOBEC1,TSS1500,opensea,TSS1500-opensea
cg14405768,-0.258277781,-3.315831632,0.038676662,9,15147652,,IGR,opensea,IGR-opensea
cg03283990,-0.219244167,-3.315672822,0.038694175,15,35129641,,IGR,opensea,IGR-opensea
cg21885134,-0.226112275,-3.31563327,0.038695408,5,1794994,,IGR,opensea,IGR-opensea
cg26371206,-0.175678941,-3.315517599,0.038707037,20,17512208,BFSP1,Body,island,Body-island
cg25909396,-0.27116631,-3.315330431,0.038728437,17,64300729,PRKCA,Body,shore,Body-shore
cg18928221,-0.238673915,-3.315285551,0.038729703,7,93759099,,IGR,opensea,IGR-opensea
cg05444548,-0.264934263,-3.315212779,0.038729703,10,75119064,TTC18,TSS1500,shore,TSS1500-shore
cg17779002,-0.328250207,-3.315209571,0.038729703,8,145129278,,IGR,shelf,IGR-shelf
cg17435560,-0.33784462,-3.315199143,0.038729703,13,28529338,,IGR,shore,IGR-shore
cg17904575,0.315879035,3.315070489,0.038743118,14,102290370,PPP2R5C,Body,opensea,Body-opensea
cg06011086,-0.31253645,-3.314931448,0.038757957,8,61823275,,IGR,shore,IGR-shore
cg15715049,0.2142351,3.31487348,0.038761714,1,11732205,FBXO6,Body,opensea,Body-opensea
cg05898618,-0.29906472,-3.31450324,0.038808199,11,2555576,KCNQ1,Body,island,Body-island
cg00263592,-0.151425024,-3.314469894,0.038808589,12,29302279,,IGR,island,IGR-island
cg13370420,-0.025992918,-3.314311658,0.038826081,19,47164492,DACT3,TSS200,island,TSS200-island
cg27022853,-0.335812454,-3.314217101,0.038834857,3,196377815,LRRC33,5'UTR,opensea,5'UTR-opensea
cg11822739,0.046828115,3.313785902,0.038887337,20,57251485,STX16,3'UTR,opensea,3'UTR-opensea
cg01620611,-0.19827299,-3.313773251,0.038887337,17,71306145,CDC42EP4,5'UTR,shore,5'UTR-shore
cg16423499,-0.274068675,-3.313564745,0.038911761,4,164532533,1-Mar,Body,opensea,Body-opensea
cg18443571,-0.277377808,-3.31345007,0.038923316,15,90547692,ZNF710,5'UTR,shore,5'UTR-shore
cg10780097,-0.048733533,-3.313257992,0.038945505,6,111195738,AMD1,TSS1500,island,TSS1500-island
cg24957695,-0.15732066,-3.312701082,0.039017866,17,55939409,,IGR,island,IGR-island
cg12872693,0.380746897,3.312467435,0.039045826,3,179168798,GNB4,5'UTR,island,5'UTR-island
cg01001101,-0.291707741,-3.312374672,0.039054402,7,31726494,C7orf16,TSS1500,opensea,TSS1500-opensea
cg10861751,0.335091967,3.312343073,0.039054557,1,192544716,RGS1,TSS200,opensea,TSS200-opensea
cg22374474,-0.194926261,-3.312075935,0.039087157,1,247681297,,IGR,shore,IGR-shore
cg12555810,-0.289582209,-3.311814644,0.039118975,12,119187794,,IGR,opensea,IGR-opensea
cg26360953,-0.328580472,-3.311758285,0.039122546,1,6784749,,IGR,opensea,IGR-opensea
cg05970768,0.163006748,3.3113538,0.039174158,5,171682616,UBTD2,Body,island,Body-island
cg01408363,0.185187487,3.31127557,0.039175071,12,125033903,,IGR,opensea,IGR-opensea
cg08533424,-0.074009386,-3.311275257,0.039175071,17,37009973,RPL23,1stExon,island,1stExon-island
cg25463470,0.210612363,3.311255811,0.039175071,13,112721712,SOX1,TSS200,island,TSS200-island
cg07926644,0.196825367,3.310934023,0.039212064,19,4011511,PIAS4,Body,shelf,Body-shelf
cg13972124,-0.325806342,-3.310927102,0.039212064,9,132539744,,IGR,opensea,IGR-opensea
cg14312959,-0.112611629,-3.310816134,0.039223193,17,79008933,FLJ90757,TSS1500,island,TSS1500-island
cg03495011,-0.285838795,-3.3107721,0.039223347,20,61757175,,IGR,shelf,IGR-shelf
cg00335712,-0.275372408,-3.310754127,0.039223347,4,94749865,ATOH1,TSS1500,island,TSS1500-island
cg17940190,0.037491178,3.310600064,0.039240439,20,49547700,ADNP,TSS200,shore,TSS200-shore
cg12845923,-0.275381024,-3.310522189,0.039246999,4,55139873,PDGFRA,Body,opensea,Body-opensea
cg04293930,-0.341504344,-3.31042269,0.039256551,6,35465845,TULP1,3'UTR,island,3'UTR-island
cg00594278,-0.277228635,-3.310224601,0.03927975,22,40296407,GRAP2,TSS1500,opensea,TSS1500-opensea
cg01199721,-0.025912617,-3.309992742,0.039307639,12,120632764,GCN1L1,TSS1500,island,TSS1500-island
cg11361201,-0.266760619,-3.3097432,0.039337996,5,156690796,,IGR,shelf,IGR-shelf
cg27061971,-0.317697186,-3.309583427,0.039354474,5,72746990,,IGR,island,IGR-island
cg04316624,0.167613361,3.309544604,0.039354474,2,177036809,HOXD3,Body,island,Body-island
cg15962547,-0.313190722,-3.309533053,0.039354474,1,204183337,GOLT1A,TSS200,opensea,TSS200-opensea
cg02879960,-0.228717608,-3.30941713,0.03936633,22,50483545,TTLL8,Body,island,Body-island
cg21088119,-0.246891474,-3.309315646,0.039376059,8,11251471,C8orf12,Body,opensea,Body-opensea
cg01540949,-0.220196917,-3.309282076,0.039376059,11,126736629,KIRREL3,Body,opensea,Body-opensea
cg21627409,0.253789607,3.309255738,0.039376059,5,140810106,PCDHGA4,Body,shore,Body-shore
cg21099470,0.302763452,3.308998247,0.03940757,4,10459141,ZNF518B,TSS200,island,TSS200-island
cg16100355,-0.352259086,-3.30884822,0.039424178,13,113648607,MCF2L,Body,island,Body-island
cg13971504,0.208282248,3.308799515,0.039426719,5,74344416,,IGR,shelf,IGR-shelf
cg22394948,-0.324777867,-3.308633726,0.039445525,6,73907779,KCNQ5,3'UTR,opensea,3'UTR-opensea
cg20941184,-0.279879027,-3.30834451,0.03947971,1,209878178,HSD11B1,5'UTR,opensea,5'UTR-opensea
